Collection,Dialect,Record,Concept,Content,XPath,DialectDefinitions
GLEON,EML,04051-metadata.xml,Unknown,"gleon.2.4",/eml:eml/@packageId,/eml:eml/@packageId
GLEON,EML,04051-metadata.xml,Unknown,"system",/eml:eml/@scope,/eml:eml/@scope
GLEON,EML,04051-metadata.xml,Unknown,"knb",/eml:eml/@system,/eml:eml/@system
GLEON,EML,04051-metadata.xml,Security Constraints,"uid=knbadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all uid=cgries,o=LTER,dc=ecoinformatics,dc=org all public read",/eml:eml/access,/eml:eml/access
GLEON,EML,04051-metadata.xml,Resource Access Constraints,"uid=knbadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all uid=cgries,o=LTER,dc=ecoinformatics,dc=org all public read",/eml:eml/access,/eml:eml/access
GLEON,EML,04051-metadata.xml,Metadata Access Constraints,"uid=knbadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all uid=cgries,o=LTER,dc=ecoinformatics,dc=org all public read",/eml:eml/access,/eml:eml/access
GLEON,EML,04051-metadata.xml,Metadata Use Constraints,"uid=knbadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all uid=cgries,o=LTER,dc=ecoinformatics,dc=org all public read",/eml:eml/access,/eml:eml/access
GLEON,EML,04051-metadata.xml,Resource Status,"uid=knbadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all uid=cgries,o=LTER,dc=ecoinformatics,dc=org all public read",/eml:eml/access,/eml:eml/access
GLEON,EML,04051-metadata.xml,Unknown,"document",/eml:eml/dataset/@scope,/eml:eml/dataset/@scope
GLEON,EML,04051-metadata.xml,Unknown,"knb-lter-ntl.298.2",/eml:eml/dataset/alternateIdentifier,/eml:eml/dataset/alternateIdentifier
GLEON,EML,04051-metadata.xml,Unknown,"NTL-DEIMS",/eml:eml/dataset/alternateIdentifier/@system,/eml:eml/dataset/alternateIdentifier/@system
GLEON,EML,04051-metadata.xml,Unknown,"MEMOTY",/eml:eml/dataset/shortName,/eml:eml/dataset/shortName
GLEON,EML,04051-metadata.xml,Resource Title,"Microbial Observatory at North Temperate Lakes LTER Time series of bacterial community dynamics in Lake Mendota 2000 - 2009",/eml:eml/dataset/title,/eml:eml/*/title
GLEON,EML,04051-metadata.xml,Resource Long Name,"Microbial Observatory at North Temperate Lakes LTER Time series of bacterial community dynamics in Lake Mendota 2000 - 2009",/eml:eml/dataset/title,/eml:eml/*/title
GLEON,EML,04051-metadata.xml,Author,"Emily Read University of Wisconsin 680 N. Park St. Madison WI 53706 United States (608) 890-2858 kara@wisc.edu",/eml:eml/dataset/creator,/eml:eml/*/creator
GLEON,EML,04051-metadata.xml,Author / Originator,"Emily Read University of Wisconsin 680 N. Park St. Madison WI 53706 United States (608) 890-2858 kara@wisc.edu",/eml:eml/dataset/creator,/eml:eml/*/creator
GLEON,EML,04051-metadata.xml,Author,"Katherine McMahon University of Wisconsin 1415 Engineering Dr Madison WI 53706 (608) 890-2836 tmcmahon@engr.wisc.edu",/eml:eml/dataset/creator,/eml:eml/*/creator
GLEON,EML,04051-metadata.xml,Author / Originator,"Katherine McMahon University of Wisconsin 1415 Engineering Dr Madison WI 53706 (608) 890-2836 tmcmahon@engr.wisc.edu",/eml:eml/dataset/creator,/eml:eml/*/creator
GLEON,EML,04051-metadata.xml,Metadata Contact,"North Temperate Lakes LTER Center for Limnology, UW Madison Madison WI 53706 United States infomgr@lter.limnology.wisc.edu",/eml:eml/dataset/metadataProvider,/eml:eml/*/metadataProvider
GLEON,EML,04051-metadata.xml,Publication Date,"2014",/eml:eml/dataset/pubDate,/eml:eml/*/pubDate
GLEON,EML,04051-metadata.xml,Resource Language,"english",/eml:eml/dataset/language,/eml:eml/@xml:lang | /eml:eml/*/language
GLEON,EML,04051-metadata.xml,Abstract,"With an unprecedented decade-long time series from a temperate eutrophic lake, we analyzed bacterial and environmental co-occurrence networks to gain insight into seasonal dynamics at the community level. We found that (1) bacterial co-occurrence networks were non-random, (2) season explained the network complexity and (3) co-occurrence network complexity was negatively correlated with the underlying community diversity across different seasons. Network complexity was not related to the variance of associated environmental factors. Temperature and productivity may drive changes in diversity across seasons in temperate aquatic systems, much as they control diversity across latitude. While the implications of bacterioplankton network structure on ecosystem function are still largely unknown, network analysis, in conjunction with traditional multivariate techniques, continues to increase our understanding of bacterioplankton temporal dynamics.",/eml:eml/dataset/abstract,/eml:eml/*/abstract
GLEON,EML,04051-metadata.xml,Theme Keyword,"abundance",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Keyword,"abundance",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Theme Keyword,"communities",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Keyword,"communities",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Theme Keyword,"microbes",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Keyword,"microbes",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Theme Keyword,"population dynamics",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Keyword,"population dynamics",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Theme Keyword,"populations",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Keyword,"populations",/eml:eml/dataset/keywordSet/keyword,/eml:eml/*/keywordSet/keyword
GLEON,EML,04051-metadata.xml,Keyword Vocabulary,"LTER Keywords",/eml:eml/dataset/keywordSet/keywordThesaurus,/eml:eml/*/keywordSet/keywordThesaurus
GLEON,EML,04051-metadata.xml,Rights,"Data Policies Copyright Board of Regents, University of Wisconsin, Madison. This information is released to the public and may be used for academic, educational, or commercial purposes subject to the following restrictions: The Data User must realize that these data sets are being actively used by others for ongoing research and that coordination may be necessary to prevent duplicate publication. The Data User is urged to contact the NTL lead Principal Investigator, leadpi@lter.limnology.wisc.edu, to check on other uses of the data. Where appropriate, the Data User may be encouraged to consider collaboration and/or co-authorship with original investigators. The Data User must realize that the data may be misinterpreted if taken out of context. We request that you provide the NTL lead Principal Investigator, ATTN: Data Access, Center for Limnology, University of Wisconsin-Madison, 680 North Park St., Madison, WI 53706 with a copy of any manuscript using the data so that it may be reviewed and comments provided on the presentation of our data. The Data User must acknowledge use of the data by an appropriate citation (see Citation) of the NTL-LTER database. A generic citation for our databases is: name of data set, North Temperate Lakes Long Term Ecological Research program, NSF, contact person for data set, Center for Limnology, University of Wisconsin-Madison. The data set name and contact person for each data set can be found in the metadata header of the online data sets. The Data User must send two reprints of any publications resulting from use of the data to the address above. We would like to include such manuscripts in our LTER publications list. The Data User must not redistribute original data and documentation without permission from Emily Stanley, lead Principal Investigator, (ehstanley@wisc.edu). While substantial efforts are made to ensure the accuracy of data and documentation, complete accuracy of data sets cannot be guaranteed. All data are made available 'as is'. The North Temperate Lakes LTER shall not be liable for damages resulting from any use or misinterpretation of data sets. Data users should be aware that we periodically update data sets. Our goal is to release all long term data associated with core research areas within 2 years of collection. These data and accompanying metadata will be available for download from the NTL-LTER web site. By using these data, the Data User agrees to abide by the terms of this agreement. Thank you for your cooperation.",/eml:eml/dataset/intellectualRights,/eml:eml/*/intellectualRights
GLEON,EML,04051-metadata.xml,Resource Use Constraints,"Data Policies Copyright Board of Regents, University of Wisconsin, Madison. This information is released to the public and may be used for academic, educational, or commercial purposes subject to the following restrictions: The Data User must realize that these data sets are being actively used by others for ongoing research and that coordination may be necessary to prevent duplicate publication. The Data User is urged to contact the NTL lead Principal Investigator, leadpi@lter.limnology.wisc.edu, to check on other uses of the data. Where appropriate, the Data User may be encouraged to consider collaboration and/or co-authorship with original investigators. The Data User must realize that the data may be misinterpreted if taken out of context. We request that you provide the NTL lead Principal Investigator, ATTN: Data Access, Center for Limnology, University of Wisconsin-Madison, 680 North Park St., Madison, WI 53706 with a copy of any manuscript using the data so that it may be reviewed and comments provided on the presentation of our data. The Data User must acknowledge use of the data by an appropriate citation (see Citation) of the NTL-LTER database. A generic citation for our databases is: name of data set, North Temperate Lakes Long Term Ecological Research program, NSF, contact person for data set, Center for Limnology, University of Wisconsin-Madison. The data set name and contact person for each data set can be found in the metadata header of the online data sets. The Data User must send two reprints of any publications resulting from use of the data to the address above. We would like to include such manuscripts in our LTER publications list. The Data User must not redistribute original data and documentation without permission from Emily Stanley, lead Principal Investigator, (ehstanley@wisc.edu). While substantial efforts are made to ensure the accuracy of data and documentation, complete accuracy of data sets cannot be guaranteed. All data are made available 'as is'. The North Temperate Lakes LTER shall not be liable for damages resulting from any use or misinterpretation of data sets. Data users should be aware that we periodically update data sets. Our goal is to release all long term data associated with core research areas within 2 years of collection. These data and accompanying metadata will be available for download from the NTL-LTER web site. By using these data, the Data User agrees to abide by the terms of this agreement. Thank you for your cooperation.",/eml:eml/dataset/intellectualRights,/eml:eml/*/intellectualRights
GLEON,EML,04051-metadata.xml,Resource Distribution,"http://lter.limnology.wisc.edu/node/34125",/eml:eml/dataset/distribution,/eml:eml/*/distribution
GLEON,EML,04051-metadata.xml,Unknown,"document",/eml:eml/dataset/coverage/@scope,/eml:eml/dataset/coverage/@scope
GLEON,EML,04051-metadata.xml,Spatial Extent,"Lake Mendota, Dane County, Wisconsin, USA -89.405 -89.405 43.099 43.099",/eml:eml/dataset/coverage/geographicCoverage,/eml:eml/*/coverage/geographicCoverage
GLEON,EML,04051-metadata.xml,Temporal Extent,"2014-03-11",/eml:eml/dataset/coverage/temporalCoverage,/eml:eml/*/coverage/temporalCoverage
GLEON,EML,04051-metadata.xml,Maintenance,"completed",/eml:eml/dataset/maintenance,/eml:eml/*/maintenance
GLEON,EML,04051-metadata.xml,Resource Contact,"Katherine McMahon University of Wisconsin 1415 Engineering Dr Madison WI 53706 (608) 890-2836 tmcmahon@engr.wisc.edu",/eml:eml/dataset/contact,/eml:eml/*/contact
GLEON,EML,04051-metadata.xml,Resource Contact,"NTL LTER Information Manager University of Wisconsin 680 North Park Street Madison WI 53706 United States infomgr@lter.limnology.wisc.edu",/eml:eml/dataset/contact,/eml:eml/*/contact
GLEON,EML,04051-metadata.xml,Publisher,"North Temperate Lakes LTER Center for Limnology, UW Madison Madison WI 53706 United States infomgr@lter.limnology.wisc.edu",/eml:eml/dataset/publisher,/eml:eml/*/publisher
GLEON,EML,04051-metadata.xml,Unknown,"North Temperate Lakes",/eml:eml/dataset/pubPlace,/eml:eml/dataset/pubPlace
GLEON,EML,04051-metadata.xml,Process Step,"Surface water samples were collected from Lake Mendota, WI, USA, and analyzed by automated ribosomal intergenic spacer analysis as described previously (Shade et al., 2007). From 2000 to 2009, a total of 34 spring, 53 summer and 34 autumn observations were made. Thirty-two environmental variables were collected at the same location by the North Temperate Lakes Long Term Ecological Research program (lter.limnology.wisc.edu) this is a compilation of data from knb-lter-ntl.292.1, Microbial Observatory at North Temperate Lakes LTER Six Bogs Microbial Communities 2009; knb-lter-ntl.295.1, Microbial Observatory at North Temperate Lakes LTER Three Bog 2005 study; knb-lter-ntl.293.1, Microbial Observatory at North Temperate Lakes LTER Mendota Six Years Bacterial Community Composition 2000 - 2005; plus other that are currently not available on this website. �",/eml:eml/dataset/methods,/eml:eml/*/methods
GLEON,EML,04051-metadata.xml,Resource Lineage,"Surface water samples were collected from Lake Mendota, WI, USA, and analyzed by automated ribosomal intergenic spacer analysis as described previously (Shade et al., 2007). From 2000 to 2009, a total of 34 spring, 53 summer and 34 autumn observations were made. Thirty-two environmental variables were collected at the same location by the North Temperate Lakes Long Term Ecological Research program (lter.limnology.wisc.edu) this is a compilation of data from knb-lter-ntl.292.1, Microbial Observatory at North Temperate Lakes LTER Six Bogs Microbial Communities 2009; knb-lter-ntl.295.1, Microbial Observatory at North Temperate Lakes LTER Three Bog 2005 study; knb-lter-ntl.293.1, Microbial Observatory at North Temperate Lakes LTER Mendota Six Years Bacterial Community Composition 2000 - 2005; plus other that are currently not available on this website. �",/eml:eml/dataset/methods,/eml:eml/*/methods
GLEON,EML,04051-metadata.xml,Related Resource Citation,"North Temperate Lakes Microbial Observatory Katherine McMahon University of Wisconsin 1415 Engineering Dr Madison WI 53706 (608) 890-2836 tmcmahon@engr.wisc.edu project personnel Timothy Kratz University of Wisconsin 10810 County Highway N Boulder Junction WI 54512 United States (715) 356-9494 (715) 356-6866 tkkratz@wisc.edu project personnel Linda Graham University of Wisconsin 430 Lincoln Dr. Madison WI 53706 United States (608) 262-2640 lkgraham@wisc.edu project personnel Angela Kent NTL LTER Urbana IL 61801 (217) 333-4216 akent@uiuc.edu project personnel Rachel Whitaker University of Illinois at Urbana-Champaign C222 CLSL Urbana IL 61801 United States (217) 244-8420 rwhitaker@life.illinois.edu project personnel Our primary goal in the Microbial Observatory is to advance the understanding of lake bacterioplankton, whose diversity and population dynamics are currently the least understood off all freshwater planktonic organisms. Through identification and characterization of predominant bacterial populations in a suite of strongly contrasting lakes, we will gain significant new insight into the ecological roles of bacteria in diverse freshwater ecosystems.",/eml:eml/dataset/project,/eml:eml/*/project
GLEON,EML,04051-metadata.xml,Project Description,"North Temperate Lakes Microbial Observatory Katherine McMahon University of Wisconsin 1415 Engineering Dr Madison WI 53706 (608) 890-2836 tmcmahon@engr.wisc.edu project personnel Timothy Kratz University of Wisconsin 10810 County Highway N Boulder Junction WI 54512 United States (715) 356-9494 (715) 356-6866 tkkratz@wisc.edu project personnel Linda Graham University of Wisconsin 430 Lincoln Dr. Madison WI 53706 United States (608) 262-2640 lkgraham@wisc.edu project personnel Angela Kent NTL LTER Urbana IL 61801 (217) 333-4216 akent@uiuc.edu project personnel Rachel Whitaker University of Illinois at Urbana-Champaign C222 CLSL Urbana IL 61801 United States (217) 244-8420 rwhitaker@life.illinois.edu project personnel Our primary goal in the Microbial Observatory is to advance the understanding of lake bacterioplankton, whose diversity and population dynamics are currently the least understood off all freshwater planktonic organisms. Through identification and characterization of predominant bacterial populations in a suite of strongly contrasting lakes, we will gain significant new insight into the ecological roles of bacteria in diverse freshwater ecosystems.",/eml:eml/dataset/project,/eml:eml/*/project
GLEON,EML,04051-metadata.xml,Unknown,"document",/eml:eml/dataset/dataTable/@scope,/eml:eml/dataset/dataTable/@scope
GLEON,EML,04051-metadata.xml,Unknown,"karaPopulationDatalong.csv",/eml:eml/dataset/dataTable/entityName,/eml:eml/dataset/dataTable/entityName
GLEON,EML,04051-metadata.xml,Entity and Attribute Information,"Microbial abundance in Lake Mendota 2000 - 2009",/eml:eml/dataset/dataTable/entityDescription,/eml:eml/*/dataTable/entityDescription
GLEON,EML,04051-metadata.xml,Entity Type Definition,"Microbial abundance in Lake Mendota 2000 - 2009",/eml:eml/dataset/dataTable/entityDescription,/eml:eml/*/dataTable/entityDescription
GLEON,EML,04051-metadata.xml,Unknown,"document",/eml:eml/dataset/dataTable/physical/@scope,/eml:eml/dataset/dataTable/physical/@scope
GLEON,EML,04051-metadata.xml,Unknown,"karaPopulationDatalong.csv",/eml:eml/dataset/dataTable/physical/objectName,/eml:eml/dataset/dataTable/physical/objectName
GLEON,EML,04051-metadata.xml,Resource Format,"1 \r\n column , '",/eml:eml/dataset/dataTable/physical/dataFormat,/eml:eml/*/dataTable/physical/dataFormat
GLEON,EML,04051-metadata.xml,Distribution Format,"1 \r\n column , '",/eml:eml/dataset/dataTable/physical/dataFormat,/eml:eml/*/dataTable/physical/dataFormat
GLEON,EML,04051-metadata.xml,Unknown,"ecogrid://knb/cgries.3.1",/eml:eml/dataset/dataTable/physical/distribution/online/url,/eml:eml/dataset/dataTable/physical/distribution/online/url
GLEON,EML,04051-metadata.xml,Attribute List,"record_id record id auto incremented count of records string auto incremented count of records otu Operational Taxonomic Unit Operational Taxonomic Unit, named according to the length of a targeted gene float dimensionless real sampledate sample date sample date date yyyy-MM-dd rel_abundance relative abundance relative abundance float dimensionless real",/eml:eml/dataset/dataTable/attributeList,/eml:eml/*/dataTable/attributeList
GLEON,EML,04051-metadata.xml,Unknown,"document",/eml:eml/dataset/dataTable/@scope,/eml:eml/dataset/dataTable/@scope
GLEON,EML,04051-metadata.xml,Unknown,"karaEnvDatalong.csv",/eml:eml/dataset/dataTable/entityName,/eml:eml/dataset/dataTable/entityName
GLEON,EML,04051-metadata.xml,Entity and Attribute Information,"Environmental and biogeochemistry data for Lake Mendota 2000 - 2009",/eml:eml/dataset/dataTable/entityDescription,/eml:eml/*/dataTable/entityDescription
GLEON,EML,04051-metadata.xml,Entity Type Definition,"Environmental and biogeochemistry data for Lake Mendota 2000 - 2009",/eml:eml/dataset/dataTable/entityDescription,/eml:eml/*/dataTable/entityDescription
GLEON,EML,04051-metadata.xml,Unknown,"document",/eml:eml/dataset/dataTable/physical/@scope,/eml:eml/dataset/dataTable/physical/@scope
GLEON,EML,04051-metadata.xml,Unknown,"karaEnvDatalong.csv",/eml:eml/dataset/dataTable/physical/objectName,/eml:eml/dataset/dataTable/physical/objectName
GLEON,EML,04051-metadata.xml,Resource Format,"1 \r\n column , '",/eml:eml/dataset/dataTable/physical/dataFormat,/eml:eml/*/dataTable/physical/dataFormat
GLEON,EML,04051-metadata.xml,Distribution Format,"1 \r\n column , '",/eml:eml/dataset/dataTable/physical/dataFormat,/eml:eml/*/dataTable/physical/dataFormat
GLEON,EML,04051-metadata.xml,Unknown,"ecogrid://knb/cgries.4.1",/eml:eml/dataset/dataTable/physical/distribution/online/url,/eml:eml/dataset/dataTable/physical/distribution/online/url
GLEON,EML,04051-metadata.xml,Attribute List,"record_id record id auto incremented count of records string auto incremented count of records paramter parameter in long table format the parameter for which a value is given string year year season season serial date serial data Alk Alkalinity Ca Calcium Chl Chlorophyll-a Cl Chloride DIC Dissolved inorganic carbon DO Dissolved oxygen DOC Dissolved organic carbon DOsat Dissolved oxygen saturation (temperature corrected) DRSilica Dissolved reactive silica Fe Iron K Potassium Mg Magnesium Mn Manganese NH4 Ammonium NO3NO2 Nitrate plus nitrite Na Sodium SO4 Sulfate SRP Soluble reactive phosphorus TIC Total inorganic carbon TKN Total Kjeldahl nitrogen (proxy for sum of ammonium, ammonia, and organic nitrogen) TOC Total organic carbon TP Total phosphorus Temp Temperature Zoop Zooplankton organisms pH log hydrogen concentration secchi depth of water clarity (depth of 1percent light penetration per 1.7m) Bacillariophyta Bacillariophyta phytoplankton biomass Chlorophyta Chlorophyta phytoplankton biomass Cyanophyta Cyanophyta phytoplankton biomass daylength daylength in hours sampledate sample date sample date date yyyy-MM-dd value value of paramter in long table format the value of specified parameter string in long table format the value of specified parameter",/eml:eml/dataset/dataTable/attributeList,/eml:eml/*/dataTable/attributeList
