Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
SEAD,CSDGM,02767-metadata.xml,Unknown,"imageryBaseMapsEarthCover",/metadata/idinfo/keywords/theme/themekey,Undefined,/metadata/idinfo[1]/keywords[1]/theme[4]/themekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"None",/metadata/idinfo/keywords/theme/themekt,Undefined,/metadata/idinfo[1]/keywords[1]/theme[5]/themekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"3D Maps",/metadata/idinfo/keywords/theme/themekey,Undefined,/metadata/idinfo[1]/keywords[1]/theme[5]/themekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"anaglyph maps",/metadata/idinfo/keywords/theme/themekey,Undefined,/metadata/idinfo[1]/keywords[1]/theme[5]/themekey[2]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[1]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[1]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[2]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > MINNESOTA",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[2]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[3]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > WISCONSIN",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[3]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[4]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > IOWA",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[4]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[5]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > NEW HAMPSHIRE",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[5]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[6]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > CALIFORNIA",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[6]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[7]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > OREGON",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[7]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[8]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > WASHINGTON",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[8]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[9]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > ARIZONA",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[9]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[10]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > DISTRICT OF COLUMBIA",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[10]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[11]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > NEW JERSEY",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[11]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[12]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CONTINENT > EUROPE > NORTHERN EUROPE > BRITISH ISLES > IRELAND",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[12]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Location Keywords",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[13]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"GEOGRAPHIC REGION > GLOBAL",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[13]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Thesaurus: Volume 1 - Hierarchical Listing with Definitions",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[14]/placekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"CELESTIAL BODIES > PLANETS > TERRESTRIAL PLANETS > MARS (PLANET)",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[14]/placekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"You are free to download and use data from the NCED Data Repository providing you register, and include the citation below for all datasets. Where an additional citation accompanies a specific data set, please include it as well. Citation: National Center for Earth-surface Dynamics Data Repository http://www.nced.umn.edu/Data_Repository.html [add date you accessed the data]",/metadata/idinfo/accconst,Undefined,/metadata/idinfo[1]/accconst[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"See access constraints information",/metadata/idinfo/useconst,Undefined,/metadata/idinfo[1]/useconst[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Karen Campbell",/metadata/idinfo/ptcontac/cntinfo/cntperp/cntper,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntperp[1]/cntper[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"National Center for Earth-surface Dynamics",/metadata/idinfo/ptcontac/cntinfo/cntperp/cntorg,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntperp[1]/cntorg[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Education Director",/metadata/idinfo/ptcontac/cntinfo/cntpos,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntpos[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"mailing",/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntaddr[1]/addrtype[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"National Center for Earth-surface Dynamics",/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntaddr[1]/address[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"2 Third Avenue SE",/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntaddr[1]/address[2]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Minneapolis",/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntaddr[1]/city[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"MN",/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntaddr[1]/state[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"55414",/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntaddr[1]/postal[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"USA",/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntaddr[1]/country[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"612-624-4363",/metadata/idinfo/ptcontac/cntinfo/cntvoice,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntvoice[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"ncedmaps@umn.edu",/metadata/idinfo/ptcontac/cntinfo/cntemail,Undefined,/metadata/idinfo[1]/ptcontac[1]/cntinfo[1]/cntemail[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"National Center for Earth-surface Dynamics",/metadata/distinfo/distrib/cntinfo/cntorgp/cntorg,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntorgp[1]/cntorg[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NCED Data Repository",/metadata/distinfo/distrib/cntinfo/cntorgp/cntper,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntorgp[1]/cntper[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"mailing",/metadata/distinfo/distrib/cntinfo/cntaddr/addrtype,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntaddr[1]/addrtype[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"National Center for Earth-surface Dynamics",/metadata/distinfo/distrib/cntinfo/cntaddr/address,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntaddr[1]/address[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"2 Third Avenue SE",/metadata/distinfo/distrib/cntinfo/cntaddr/address,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntaddr[1]/address[2]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Minneapolis",/metadata/distinfo/distrib/cntinfo/cntaddr/city,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntaddr[1]/city[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"MN",/metadata/distinfo/distrib/cntinfo/cntaddr/state,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntaddr[1]/state[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"55414",/metadata/distinfo/distrib/cntinfo/cntaddr/postal,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntaddr[1]/postal[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"USA",/metadata/distinfo/distrib/cntinfo/cntaddr/country,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntaddr[1]/country[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"612-624-4363",/metadata/distinfo/distrib/cntinfo/cntvoice,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntvoice[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"nced@umn.edu",/metadata/distinfo/distrib/cntinfo/cntemail,Undefined,/metadata/distinfo[1]/distrib[1]/cntinfo[1]/cntemail[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"nced-9",/metadata/distinfo/resdesc,Undefined,/metadata/distinfo[1]/resdesc[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"SEAD Virtual Archive is not liable for any damages caused by any errors or omissions in the data.",/metadata/distinfo/distliab,Undefined,/metadata/distinfo[1]/distliab[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"20130318",/metadata/metainfo/metd,Undefined,/metadata/metainfo[1]/metd[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"20130401",/metadata/metainfo/metrd,Undefined,/metadata/metainfo[1]/metrd[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Stacy R. Konkiel",/metadata/metainfo/metc/cntinfo/cntperp/cntper,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntperp[1]/cntper[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Indiana University, Bloomington Libraries",/metadata/metainfo/metc/cntinfo/cntperp/cntorg,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntperp[1]/cntorg[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Science Data Management Librarian",/metadata/metainfo/metc/cntinfo/cntpos,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntpos[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"mailing",/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntaddr[1]/addrtype[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Herman B Wells Library, E159",/metadata/metainfo/metc/cntinfo/cntaddr/address,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntaddr[1]/address[1]
