Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
IOE,EML,04174-metadata.xml,Author,"C.H. Sieg",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[2]
IOE,EML,04174-metadata.xml,Author / Originator,"C.H. Sieg",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[2]
IOE,EML,04174-metadata.xml,Abstract,"Chronologies of fire events were reconstructed from crossdated fire-scarred ponderosa pine trees for four sites in the south-central Black Hills. Compared to other ponderosa pine forests in the southwest US or southern Rocky Mountains, these communities burned less frequently. For all sites combined, and using all fires detected, the mean fire interval (MFI), or number of years between fire years, was 16 years (± 14 SD) for the period 1388 to 1900. When a yearly minimum percentage of trees recording scars of ≥ 25% is imposed, the MFI was 20 years (± 14 SD). The length of the most recent fire-free period (104 years, from 1890 to 1994) exceeds the longest intervals in the pre-settlement era (before ca. 1874), and is likely the result of human-induced land use changes. Based on fire scar position within annual rings, most past fires occurred late in the growing season or after growth had ceased for the year. These findings have important implications for management of ponderosa pine forests in the Black Hills and for understanding the role of fire in pre-settlement ecosystem function. Brown, P.M. and C.H. Sieg. 1996. Fire History in Interior Ponderosa Pine Communities of the Black Hills, South Dakota, USA. Journal of Wildland Fire 6(3), 97-105.",/eml:eml/dataset/abstract,"/eml:eml/*/abstract",/eml:eml/dataset[1]/abstract[1]
IOE,EML,04174-metadata.xml,Keyword,"pinus ponderosa",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[1]
IOE,EML,04174-metadata.xml,Keyword,"mean fire interval",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[2]
IOE,EML,04174-metadata.xml,Keyword,"fire chronology",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[3]
IOE,EML,04174-metadata.xml,Keyword,"fire scars",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[4]
IOE,EML,04174-metadata.xml,Keyword,"crossdating",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[5]
IOE,EML,04174-metadata.xml,Keyword,"dendrochronology",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[6]
IOE,EML,04174-metadata.xml,Rights,"The broad spectrum of possible applications of paleoenvironmental data suggests an array of potential users of the database, ranging from the original collectors of the data, their collaborators, interested scientists, reviewers, meta-analysts, resource managers and educators. We would like published data in the database to be available without restrictions and free of cost. For end users to get the most value from the records, it is important that data be archived in a format that can be interpreted by non-specialists both now and in the future. Our central goal has been to ensure that users can easily access the raw data and correctly interpret the records.",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
IOE,EML,04174-metadata.xml,Resource Use Constraints,"The broad spectrum of possible applications of paleoenvironmental data suggests an array of potential users of the database, ranging from the original collectors of the data, their collaborators, interested scientists, reviewers, meta-analysts, resource managers and educators. We would like published data in the database to be available without restrictions and free of cost. For end users to get the most value from the records, it is important that data be archived in a format that can be interpreted by non-specialists both now and in the future. Our central goal has been to ensure that users can easily access the raw data and correctly interpret the records.",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
IOE,EML,04174-metadata.xml,Spatial Extent,"Data Coverage: Black Hills -103.851 -103.83 43.75 43.73",/eml:eml/dataset/coverage/geographicCoverage,"/eml:eml/*/coverage/geographicCoverage",/eml:eml/dataset[1]/coverage[1]/geographicCoverage[1]
IOE,EML,04174-metadata.xml,Resource Contact,"Cathy Whitlock Montana State University Director, Montana Institute on Ecosystems (406) 994-6910 whitlock@montana.edu",/eml:eml/dataset/contact,"/eml:eml/*/contact",/eml:eml/dataset[1]/contact[1]
IOE,EML,04174-metadata.xml,Unknown,"Data_and_metadata",/eml:eml/dataset/otherEntity/entityName,Undefined,/eml:eml/dataset[1]/otherEntity[1]/entityName[1]
IOE,EML,04174-metadata.xml,Unknown,"Firescar_Set2.csv",/eml:eml/dataset/otherEntity/physical/objectName,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/objectName[1]
IOE,EML,04174-metadata.xml,Unknown,"2737",/eml:eml/dataset/otherEntity/physical/size,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/size[1]
IOE,EML,04174-metadata.xml,Unknown,"byte",/eml:eml/dataset/otherEntity/physical/size/@unit,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/size[1]/@unit
IOE,EML,04174-metadata.xml,Unknown,"text/plain",/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/dataFormat[1]/externallyDefinedFormat[1]/formatName[1]
IOE,EML,04174-metadata.xml,Unknown,"1404009888512",/eml:eml/dataset/otherEntity/physical/distribution/@id,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/distribution[1]/@id
IOE,EML,04174-metadata.xml,Unknown,"ecogrid://knb/MontanaIOE.111.1",/eml:eml/dataset/otherEntity/physical/distribution/online/url,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/distribution[1]/online[1]/url[1]
IOE,EML,04174-metadata.xml,Unknown,"download",/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/distribution[1]/online[1]/url[1]/@function
IOE,EML,04174-metadata.xml,Unknown,"Other",/eml:eml/dataset/otherEntity/entityType,Undefined,/eml:eml/dataset[1]/otherEntity[1]/entityType[1]
IOE,EML,04175-metadata.xml,Unknown,"MontanaIOE.200.6",/eml:eml/@packageId,Undefined,/eml:eml/@packageId
IOE,EML,04175-metadata.xml,Unknown,"knb",/eml:eml/@system,Undefined,/eml:eml/@system
IOE,EML,04175-metadata.xml,Unknown,"eml://ecoinformatics.org/eml-2.1.1 eml.xsd",/eml:eml/@xsi:schemaLocation,Undefined,/eml:eml/@xsi:schemaLocation
IOE,EML,04175-metadata.xml,Security Constraints,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
IOE,EML,04175-metadata.xml,Resource Access Constraints,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
IOE,EML,04175-metadata.xml,Metadata Access Constraints,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
IOE,EML,04175-metadata.xml,Metadata Use Constraints,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
IOE,EML,04175-metadata.xml,Resource Status,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
IOE,EML,04175-metadata.xml,Resource Title,"Chronological refinement of an ice core record at Upper Fremont Glacier in south central North America",/eml:eml/dataset/title,"/eml:eml/*/title",/eml:eml/dataset[1]/title[1]
IOE,EML,04175-metadata.xml,Resource Long Name,"Chronological refinement of an ice core record at Upper Fremont Glacier in south central North America",/eml:eml/dataset/title,"/eml:eml/*/title",/eml:eml/dataset[1]/title[1]
IOE,EML,04175-metadata.xml,Author,"P.F. Schuster",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[1]
IOE,EML,04175-metadata.xml,Author / Originator,"P.F. Schuster",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[1]
IOE,EML,04175-metadata.xml,Author,"D.E. White",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[2]
IOE,EML,04175-metadata.xml,Author / Originator,"D.E. White",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[2]
IOE,EML,04175-metadata.xml,Author,"D.L. Naftz",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[3]
IOE,EML,04175-metadata.xml,Author / Originator,"D.L. Naftz",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[3]
IOE,EML,04175-metadata.xml,Author,"L. DeWayne Cecil",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[4]
IOE,EML,04175-metadata.xml,Author / Originator,"L. DeWayne Cecil",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[4]
IOE,EML,04175-metadata.xml,Abstract,"The potential to use ice cores from alpine glaciers in the midlatitudes to reconstruct paleoclimatic records has not been widely recognized. Although excellent paleoclimatic records exist for the polar regions, paleoclimatic ice core records are not common from midlatitude locations. An ice core removed from the Upper Fremont Glacier in Wyoming provides evidence for abrupt climate change during the mid-1800s. Volcanic events (Krakatau and Tambora) identified from electrical conductivity measurements (ECM) and isotopic and chemical data from the Upper Fremont Glacier were reexamined to confirm and refine previous chronological estimates of the ice core. At a depth of 152 m the refined age-depth profile shows good agreement (1736±10 A.D.) with the 14C age date (1729±95 A.D.). The δ18O profile of the Upper Fremont Glacier (UFG) ice core indicates a change in climate known as the Little Ice Age (LIA). However, the sampling interval for δ18O is sufficiently large (20 cm) such that it is difficult to pinpoint the LIA termination on the basis of δ18O data alone. Other research has shown that changes in the δ18O variance are generally coincident with changes in ECM variance. The ECM data set contains over 125,000 data points at a resolution of 1 data point per millimeter of ice core. A 999-point running average of the ECM data set and results from ƒ tests indicates that the variance of the ECM data decreases significantly at about 108 m. At this depth, the age-depth profile predicts an age of 1845 A.D. Results indicate the termination of the LIA was abrupt with a major climatic shift to warmer temperatures around 1845 A.D. and continuing to present day. Prediction limits (error bars) calculated for the profile ages are ±10 years (90% confidence level). Thus a conservative estimate for the time taken to complete the LIA climatic shift to present-day climate is about 10 years, suggesting the LIA termination in alpine regions of central North America may have occurred on a relatively short (decadal) timescale.",/eml:eml/dataset/abstract,"/eml:eml/*/abstract",/eml:eml/dataset[1]/abstract[1]
IOE,EML,04175-metadata.xml,Keyword,"paleoecology",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[1]
IOE,EML,04175-metadata.xml,Keyword,"wyoming",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[2]
IOE,EML,04175-metadata.xml,Keyword,"ice cores",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[3]
IOE,EML,04175-metadata.xml,Rights,"The broad spectrum of possible applications of paleoenvironmental data suggests an array of potential users of the database, ranging from the original collectors of the data, their collaborators, interested scientists, reviewers, meta-analysts, resource managers and educators. We would like published data in the database to be available without restrictions and free of cost. For end users to get the most value from the records, it is important that data be archived in a format that can be interpreted by non-specialists both now and in the future. Our central goal has been to ensure that users can easily access the raw data and correctly interpret the records.",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
IOE,EML,04175-metadata.xml,Resource Use Constraints,"The broad spectrum of possible applications of paleoenvironmental data suggests an array of potential users of the database, ranging from the original collectors of the data, their collaborators, interested scientists, reviewers, meta-analysts, resource managers and educators. We would like published data in the database to be available without restrictions and free of cost. For end users to get the most value from the records, it is important that data be archived in a format that can be interpreted by non-specialists both now and in the future. Our central goal has been to ensure that users can easily access the raw data and correctly interpret the records.",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
IOE,EML,04175-metadata.xml,Spatial Extent,"Freemont Glacier -109.62 -109.62 43.12 43.12",/eml:eml/dataset/coverage/geographicCoverage,"/eml:eml/*/coverage/geographicCoverage",/eml:eml/dataset[1]/coverage[1]/geographicCoverage[1]
IOE,EML,04175-metadata.xml,Resource Contact,"Cathy Whitlock Montana State University Director, Montana Institute on Ecosystems (406) 994-6910 whitlock@montana.edu",/eml:eml/dataset/contact,"/eml:eml/*/contact",/eml:eml/dataset[1]/contact[1]
IOE,EML,04175-metadata.xml,Unknown,"1404105600588",/eml:eml/dataset/dataTable/@id,Undefined,/eml:eml/dataset[1]/dataTable[1]/@id
IOE,EML,04175-metadata.xml,Unknown,"master_dataset.csv",/eml:eml/dataset/dataTable/entityName,Undefined,/eml:eml/dataset[1]/dataTable[1]/entityName[1]
IOE,EML,04175-metadata.xml,Unknown,"1404105105791",/eml:eml/dataset/dataTable/physical/@id,Undefined,/eml:eml/dataset[1]/dataTable[1]/physical[1]/@id
IOE,EML,04175-metadata.xml,Unknown,"master_dataset.csv",/eml:eml/dataset/dataTable/physical/objectName,Undefined,/eml:eml/dataset[1]/dataTable[1]/physical[1]/objectName[1]
IOE,EML,04175-metadata.xml,Unknown,"2108",/eml:eml/dataset/dataTable/physical/size,Undefined,/eml:eml/dataset[1]/dataTable[1]/physical[1]/size[1]
IOE,EML,04175-metadata.xml,Unknown,"byte",/eml:eml/dataset/dataTable/physical/size/@unit,Undefined,/eml:eml/dataset[1]/dataTable[1]/physical[1]/size[1]/@unit
IOE,EML,04175-metadata.xml,Resource Format,"1 #x0A column ,",/eml:eml/dataset/dataTable/physical/dataFormat,"/eml:eml/*/dataTable/physical/dataFormat",/eml:eml/dataset[1]/dataTable[1]/physical[1]/dataFormat[1]
IOE,EML,04175-metadata.xml,Distribution Format,"1 #x0A column ,",/eml:eml/dataset/dataTable/physical/dataFormat,"/eml:eml/*/dataTable/physical/dataFormat",/eml:eml/dataset[1]/dataTable[1]/physical[1]/dataFormat[1]
IOE,EML,04175-metadata.xml,Unknown,"ecogrid://knb/MontanaIOE.199.1",/eml:eml/dataset/dataTable/physical/distribution/online/url,Undefined,/eml:eml/dataset[1]/dataTable[1]/physical[1]/distribution[1]/online[1]/url[1]
IOE,EML,04175-metadata.xml,Attribute List,"Title Research Project Title State State State Name Site Research Location Geographic Location Site ID Data collection location ID Site ID Core Core number Core 2 second core Latitude Latitude degree real Longitude Longitude degree real Elevation (m) Elevation above mean sea level meter natural Data type Data type 18O Oxygen 18 Proxy of Data represents historical climatic or biological conditions Temperature temperature Site info Notes NA not applicable Vegetation type Dominant landcover at sample location Tundra tundra Contact Contact information for data or metadata Name: Last, First Comments Notes Notes Chronology Chronology Yes Confirmed Database Permenant data archive NOAA:Ice cores NOAA Ice Core database Parameters measured Data analysis conducted 18O concentration Oxygen 18 concentration Age range (Radiocarbon/AD) Age range (Radiocarbon/AD) nominalYear natural Age range (cal yr BP) Age range (cal yr BP) nominalYear natural Starting point (cal yr BP) Starting point (cal yr BP) nominalYear natural Record length (cal yr BP) Record length (cal yr BP) nominalYear natural Median resolution (cal yr BP) Median resolution (cal yr BP) nominalYear natural Reported age (by authors) Reported age (by authors) AD AD Age control Age control Method Chron1 (Radiocarbon) Chron1 (Radiocarbon) Method Chron2 (cal yr BP or AD) Chron2 (cal yr BP or AD) NA not applicable Radiocarbon years between dates Radiocarbon years between dates nominalYear natural Online resource Online resource NA not applicable Publications Citation Citation",/eml:eml/dataset/dataTable/attributeList,"/eml:eml/*/dataTable/attributeList",/eml:eml/dataset[1]/dataTable[1]/attributeList[1]
IOE,EML,04175-metadata.xml,Unknown,"2",/eml:eml/dataset/dataTable/numberOfRecords,Undefined,/eml:eml/dataset[1]/dataTable[1]/numberOfRecords[1]
IOE,EML,04175-metadata.xml,Unknown,"Fremont Glacier_Core 1_WY_Ions_Depth.pdf",/eml:eml/dataset/otherEntity/entityName,Undefined,/eml:eml/dataset[1]/otherEntity[1]/entityName[1]
IOE,EML,04175-metadata.xml,Unknown,"Fremont Glacier_Core 1_WY_Ions_Depth.pdf",/eml:eml/dataset/otherEntity/physical/objectName,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/objectName[1]
IOE,EML,04175-metadata.xml,Unknown,"300194",/eml:eml/dataset/otherEntity/physical/size,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/size[1]
IOE,EML,04175-metadata.xml,Unknown,"byte",/eml:eml/dataset/otherEntity/physical/size/@unit,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/size[1]/@unit
IOE,EML,04175-metadata.xml,Unknown,"application/pdf",/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/dataFormat[1]/externallyDefinedFormat[1]/formatName[1]
IOE,EML,04175-metadata.xml,Unknown,"1404105701991",/eml:eml/dataset/otherEntity/physical/distribution/@id,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/distribution[1]/@id
IOE,EML,04175-metadata.xml,Unknown,"ecogrid://knb/MontanaIOE.201.1",/eml:eml/dataset/otherEntity/physical/distribution/online/url,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/distribution[1]/online[1]/url[1]
IOE,EML,04175-metadata.xml,Unknown,"download",/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,Undefined,/eml:eml/dataset[1]/otherEntity[1]/physical[1]/distribution[1]/online[1]/url[1]/@function
IOE,EML,04175-metadata.xml,Unknown,"Other",/eml:eml/dataset/otherEntity/entityType,Undefined,/eml:eml/dataset[1]/otherEntity[1]/entityType[1]
IOE,EML,04175-metadata.xml,Unknown,"Fremont Glacier_Core 2_WY_18O_Chron.pdf",/eml:eml/dataset/otherEntity/entityName,Undefined,/eml:eml/dataset[1]/otherEntity[2]/entityName[1]
IOE,EML,04175-metadata.xml,Unknown,"Fremont Glacier_Core 2_WY_18O_Chron.pdf",/eml:eml/dataset/otherEntity/physical/objectName,Undefined,/eml:eml/dataset[1]/otherEntity[2]/physical[1]/objectName[1]
IOE,EML,04175-metadata.xml,Unknown,"106947",/eml:eml/dataset/otherEntity/physical/size,Undefined,/eml:eml/dataset[1]/otherEntity[2]/physical[1]/size[1]
IOE,EML,04175-metadata.xml,Unknown,"byte",/eml:eml/dataset/otherEntity/physical/size/@unit,Undefined,/eml:eml/dataset[1]/otherEntity[2]/physical[1]/size[1]/@unit
IOE,EML,04175-metadata.xml,Unknown,"application/pdf",/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,Undefined,/eml:eml/dataset[1]/otherEntity[2]/physical[1]/dataFormat[1]/externallyDefinedFormat[1]/formatName[1]
IOE,EML,04175-metadata.xml,Unknown,"1404105715138",/eml:eml/dataset/otherEntity/physical/distribution/@id,Undefined,/eml:eml/dataset[1]/otherEntity[2]/physical[1]/distribution[1]/@id
IOE,EML,04175-metadata.xml,Unknown,"ecogrid://knb/MontanaIOE.202.1",/eml:eml/dataset/otherEntity/physical/distribution/online/url,Undefined,/eml:eml/dataset[1]/otherEntity[2]/physical[1]/distribution[1]/online[1]/url[1]
IOE,EML,04175-metadata.xml,Unknown,"download",/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,Undefined,/eml:eml/dataset[1]/otherEntity[2]/physical[1]/distribution[1]/online[1]/url[1]/@function
IOE,EML,04175-metadata.xml,Unknown,"Other",/eml:eml/dataset/otherEntity/entityType,Undefined,/eml:eml/dataset[1]/otherEntity[2]/entityType[1]
IOE,EML,04175-metadata.xml,Unknown,"Fremont Glacier_Core 2_WY_18O_Depth.pdf",/eml:eml/dataset/otherEntity/entityName,Undefined,/eml:eml/dataset[1]/otherEntity[3]/entityName[1]
IOE,EML,04175-metadata.xml,Unknown,"Fremont Glacier_Core 2_WY_18O_Depth.pdf",/eml:eml/dataset/otherEntity/physical/objectName,Undefined,/eml:eml/dataset[1]/otherEntity[3]/physical[1]/objectName[1]
IOE,EML,04175-metadata.xml,Unknown,"89307",/eml:eml/dataset/otherEntity/physical/size,Undefined,/eml:eml/dataset[1]/otherEntity[3]/physical[1]/size[1]
IOE,EML,04175-metadata.xml,Unknown,"byte",/eml:eml/dataset/otherEntity/physical/size/@unit,Undefined,/eml:eml/dataset[1]/otherEntity[3]/physical[1]/size[1]/@unit
IOE,EML,04175-metadata.xml,Unknown,"application/pdf",/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,Undefined,/eml:eml/dataset[1]/otherEntity[3]/physical[1]/dataFormat[1]/externallyDefinedFormat[1]/formatName[1]
IOE,EML,04175-metadata.xml,Unknown,"1404105727395",/eml:eml/dataset/otherEntity/physical/distribution/@id,Undefined,/eml:eml/dataset[1]/otherEntity[3]/physical[1]/distribution[1]/@id
IOE,EML,04175-metadata.xml,Unknown,"ecogrid://knb/MontanaIOE.203.1",/eml:eml/dataset/otherEntity/physical/distribution/online/url,Undefined,/eml:eml/dataset[1]/otherEntity[3]/physical[1]/distribution[1]/online[1]/url[1]
IOE,EML,04175-metadata.xml,Unknown,"download",/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,Undefined,/eml:eml/dataset[1]/otherEntity[3]/physical[1]/distribution[1]/online[1]/url[1]/@function
IOE,EML,04175-metadata.xml,Unknown,"Other",/eml:eml/dataset/otherEntity/entityType,Undefined,/eml:eml/dataset[1]/otherEntity[3]/entityType[1]
IOE,EML,04175-metadata.xml,Unknown,"Fremont Glacier_Core 2_WY_Chron.pdf",/eml:eml/dataset/otherEntity/entityName,Undefined,/eml:eml/dataset[1]/otherEntity[4]/entityName[1]
IOE,EML,04175-metadata.xml,Unknown,"Fremont Glacier_Core 2_WY_Chron.pdf",/eml:eml/dataset/otherEntity/physical/objectName,Undefined,/eml:eml/dataset[1]/otherEntity[4]/physical[1]/objectName[1]
IOE,EML,04175-metadata.xml,Unknown,"81034",/eml:eml/dataset/otherEntity/physical/size,Undefined,/eml:eml/dataset[1]/otherEntity[4]/physical[1]/size[1]
IOE,EML,04175-metadata.xml,Unknown,"byte",/eml:eml/dataset/otherEntity/physical/size/@unit,Undefined,/eml:eml/dataset[1]/otherEntity[4]/physical[1]/size[1]/@unit
