Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
IARC,Onedcx,02259-metadata.xml,Keyword,"Pan Arctic",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[14]
IARC,Onedcx,02259-metadata.xml,Keyword,"Northern Hemisphere",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[15]
IARC,Onedcx,02259-metadata.xml,Resource Language,"eng",/onedcx:metadata/onedcx:simpleDc/dcterms:language,"/onedcx:metadata/onedcx:simpleDc/dcterms:language",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:language[1]
IARC,Onedcx,02259-metadata.xml,Resource Format,"Portable Document File",/onedcx:metadata/onedcx:simpleDc/dcterms:format,"/onedcx:metadata/onedcx:simpleDc/dcterms:format",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:format[1]
IARC,Onedcx,02259-metadata.xml,Distribution Format,"Portable Document File",/onedcx:metadata/onedcx:simpleDc/dcterms:format,"/onedcx:metadata/onedcx:simpleDc/dcterms:format",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:format[1]
IARC,Onedcx,02259-metadata.xml,Resource Creation/Revision Date,"2011-05-24T11:47:33",/onedcx:metadata/onedcx:dcTerms/dcterms:modified,"/onedcx:metadata/onedcx:dcTerms/dcterms:modified",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:modified[1]
IARC,Onedcx,02259-metadata.xml,Unknown,"2011-05-24T11:48:00",/onedcx:metadata/onedcx:dcTerms/dcterms:created,Undefined,/onedcx:metadata/onedcx:dcTerms[1]/dcterms:created[1]
IARC,Onedcx,02259-metadata.xml,Abstract,"Scientific Personnel V. E. Romanovsky, S. S. Marchenko, R.R. Muskett Partner Organizations:  Alaska Ecoscience, USA Alfred Wegener Institute, Germany Centre d'etudes Nordiques, Department de Geographie, Universite Laval, Quebec, Canada Danish Meteorological Institute, Denmark Institute of Earth Cryosphere, Russia Institute of Northern Engineering, UAF Interdisciplinary Centre on Climate Change and Department of Geography & Environmental Management, University of Waterloo, Canada International Arctic Research Center, UAF International Permafrost Association, USA Melinkov Permafrost Institute, Russia Moscow Institute of Geography, Russia Academy of Sciences National Center for Atmospheric Research, USA NASA Goddard Space Flight Center, USA Scenarios Network for Alaska Planning (SNAP), UAF Stokholm University, Sweden University of Delaware, USA University of New Hampshire, USA Water Environment Research Center, UAF Local Collaborators:  Jorgenson, M.T., Alaska Ecoscience, AK Kholodov, A.L., Geophysical Institute, UAF Daanen, R., Institute of Northern Engineering, UAF Kanevskiy M., Institute of Northern Engineering, UAF Shur, Y., Institute of Northern Engineering, UAF Walsh, J., International Arctic Research Center, UAF Fresco, N., Scenarios Network for Alaska Planning, School of Natural Resources & Agricultural Sciences, UAF Rupp, S., Scenarios Network for Alaska Planning, School of Natural Resources & Agricultural Sciences, UAF Walter-Anthony, K., Water Environmental Research Center, UAF International Collaborators:  Christensen, J., Danish Meteorological Institute, Denmark Comiso, J., NASA Goddard Space Flight Center, Oceans and Ice Branch, USA Duguay, C. R., University of Waterloo, Canada Frolking, S., Institute for the Study of Earth, Oceans and Space, University of New Hampshire, USA Georgiadi, A., Moscow Institute of Geography, Russian Academy of Sciences Groisman, P., National Climatic Data Center, USA Hachem, S., Université Laval, Québec, Canada Hubberten, H.-W., Alfred Wegener Institute, Potsdam, Germany Harden Jennifer, US Geological Survey, Menlo Park, CA, USA Kattsov, V., Voeikov Main Geophysical Observatory, Russia Kuhry, P., Stockholm University, Sweden Lawrence, D., National Center for Atmospheric Research, USA Malkova, G., Institute of Earth Cryosphere, Russia Pavlova, T., Voeikov Main Geophysical Observatory, Russia Rawlins, M., University of New Hampshire, USA Rinke, A., Alfred Wegener Institute, Potsdam, Germany Romanovskii, N., Moscow State University, Russia Saito, K., Japan Agency for Marine-Earth Science Technology, Japan Shiklomanov, N., University of Delaware, USA Shiklomanov, A., University of New Hampshire, USA Shkolnik, I.M., Voeikov Main Geophysical Observatory, Russia Schirrmeister L, Alfred Wegener Institute, Potsdam, Germany Schuur A.G. Edward, University of Florida, Gainesville, FL, USA Stendel, M., Danish Meteorological Institute, Denmark Wisser, D., Institute for the Study of Earth, Oceans and Space, University of New Hampshire, USA Zheleznyak, M., Melnikov Permafrost Institute, Russia Funding:  NSF Grants OPP ARC-0652838 [ARC-0520578 and ARC-0632400] NASA (NNOG6M48G), Alaska EPSCoR (NSF) The State of Alaska Study Sites Permafrost Freshwater Interactions Alaska, Canada, Russia Permafrost Observatories?Thermal state of permafrost in Russia and Central Asia Permafrost Freshwater Interactions Project continues investigations began during the Thermal State of Permafrost (TSP) Project with renewed and expanded collaboration. Our efforts focus and expand on permafrost and hydrology changes through geophysical modeling and remote sensing (satellite geodesy). During TSP in cooperation with above mentioned Russian partners a large number of existing boreholes have been identified for possible measurements (candidate sites). Many of these have metadata files on the IPA coordinated GTN-P website. Additional sites will be added to the web site. New boreholes over the next several years are planned. A total of 320 boreholes, located in Russia, Kazakhstan, and Mongolia were considered from the point of view of possibility for continuous geothermal observations (see Figure). Boreholes cover all types of permafrost, from continuous to sporadic, both on the plains and in the mountains. Active (sites where regular observations were carried out recently and are intended to continue in the future), candidate (where equipment for long-term observations can be installed soon), potential (equipment for long-term observation is planned to be installed during the project) and historical (there are some existing data but now these sites are unavailable for observations for different reasons) boreholes were selected. In order to standardize all investigations within the framework of the Project the “Manual for monitoring and reporting temperature data in permafrost boreholes” was developed. It allows better standardized collection, handling and interpretation of obtained data. In the Protocol two types of observation strategies are proposed: Type 1: Long-term high-frequency (hourly to daily) continuous observations in the limited number of key boreholes, which are representative of a given regions (note: these more frequent observations are desirable to depths of 15-20 meters); Type 2: Occasional or periodical measurements in the other available and deeper boreholes (if possible annual or more frequently). As a minimum, and based primarily on cost considerations for the IPY-TSP program, the use of HOBO U12 4-External Channel Data Loggerswith temperature sensors TMC-HD are proposed. At the same time, individual participants can employ other types of loggers and/or thermal cables (chains) with similar sensor characteristics. Research Goals The goal of our research is to obtain a deeper understanding of the temporal (interannual and decadal time scales) and spatial (north to south and west to east) variability and trends in the permafrost temperatures and physical changes (such as talik and the active layer) in the North of Eurasia and Alaska to develop more reliable predictive capabilities for the projection of these changes into the 21st century. We are employing ground datasets from the global permafrost temperature networks, global positioning system sites of the International Terrestrial Reference Frame organization, together with satellite-derived datasets of physical parameters such as land-surface temperature, gravity field changes, river runoff and snow water equivalent to name a few. Our modeling efforts employ the Geophysical Institute Permafrost Models (GIPL) and Geophysical Inverse Potential Field Theory.",/onedcx:metadata/onedcx:dcTerms/dcterms:abstract,"/onedcx:metadata/onedcx:dcTerms/dcterms:abstract",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:abstract[1]
IARC,Onedcx,02259-metadata.xml,Resource Access Constraints,"copyright",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[1]
IARC,Onedcx,02259-metadata.xml,Metadata Access Constraints,"copyright",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[1]
IARC,Onedcx,02259-metadata.xml,Resource Access Constraints,"",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[2]
IARC,Onedcx,02259-metadata.xml,Metadata Access Constraints,"",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[2]
IARC,Onedcx,02259-metadata.xml,Bounding Box,"northlimit=90; southlimit=0; eastlimit=180; westlimit=-180",/onedcx:metadata/onedcx:dcTerms/dcterms:spatial,"/onedcx:metadata/onedcx:dcTerms/dcterms:spatial[@xsi:type="dcterms:Box"]",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:spatial[1]
IARC,Onedcx,02260-metadata.xml,Unknown,"http://ns.dataone.org/metadata/schema/onedcx/v1.0 http://ns.dataone.org/metadata/schema/onedcx/v1.0/onedcx_v1.0.xsd",/onedcx:metadata/@xsi:schemaLocation,Undefined,/onedcx:metadata/@xsi:schemaLocation
IARC,Onedcx,02260-metadata.xml,Resource Identifier,"cdabc00b-3f3d-48b9-9935-f6589acd3b97",/onedcx:metadata/onedcx:simpleDc/dcterms:identifier,"/onedcx:metadata/onedcx:simpleDc/dcterms:identifier",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:identifier[1]
IARC,Onedcx,02260-metadata.xml,Resource Title,"Changes in vegetation in northern Alaska under scenarios of climate change, 2003-2100: III - Decadal net primary productivity (NPP) and heterotrophic respiration",/onedcx:metadata/onedcx:simpleDc/dcterms:title,"/onedcx:metadata/onedcx:simpleDc/dcterms:title",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:title[1]
IARC,Onedcx,02260-metadata.xml,Keyword,"climate change",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[1]
IARC,Onedcx,02260-metadata.xml,Keyword,"modeling",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[2]
IARC,Onedcx,02260-metadata.xml,Keyword,"plant functional type",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[3]
IARC,Onedcx,02260-metadata.xml,Keyword,"productivity",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[4]
IARC,Onedcx,02260-metadata.xml,Keyword,"soil carbon",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[5]
IARC,Onedcx,02260-metadata.xml,Keyword,"vegetation",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[6]
IARC,Onedcx,02260-metadata.xml,Keyword,"biogeochemistry",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[7]
IARC,Onedcx,02260-metadata.xml,Keyword,"climate",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[8]
IARC,Onedcx,02260-metadata.xml,Keyword,"vegetation",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[9]
IARC,Onedcx,02260-metadata.xml,Resource Language,"eng",/onedcx:metadata/onedcx:simpleDc/dcterms:language,"/onedcx:metadata/onedcx:simpleDc/dcterms:language",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:language[1]
IARC,Onedcx,02260-metadata.xml,Resource Creation/Revision Date,"2013-01-08T15:27:23",/onedcx:metadata/onedcx:dcTerms/dcterms:modified,"/onedcx:metadata/onedcx:dcTerms/dcterms:modified",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:modified[1]
IARC,Onedcx,02260-metadata.xml,Unknown,"2009-07-23T00:00:00",/onedcx:metadata/onedcx:dcTerms/dcterms:created,Undefined,/onedcx:metadata/onedcx:dcTerms[1]/dcterms:created[1]
IARC,Onedcx,02260-metadata.xml,Abstract,"These data contain NPP, NEP, and RH values from northern AK based on a modeling study for the years 2003 -2100. See Euskirchen et al., 2009 for more information. V This file contains data for Figure 5.",/onedcx:metadata/onedcx:dcTerms/dcterms:abstract,"/onedcx:metadata/onedcx:dcTerms/dcterms:abstract",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:abstract[1]
IARC,Onedcx,02260-metadata.xml,Bounding Box,"northlimit=75; southlimit=75; eastlimit=-180; westlimit=-180",/onedcx:metadata/onedcx:dcTerms/dcterms:spatial,"/onedcx:metadata/onedcx:dcTerms/dcterms:spatial[@xsi:type="dcterms:Box"]",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:spatial[1]
IARC,Onedcx,02260-metadata.xml,Temporal Extent,"Begin 2003-01-01T00:00:00; End 2100-12-31T00:00:00",/onedcx:metadata/onedcx:dcTerms/dcterms:temporal,"/onedcx:metadata/onedcx:dcTerms/dcterms:temporal",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:temporal[1]
IARC,Onedcx,02261-metadata.xml,Unknown,"http://ns.dataone.org/metadata/schema/onedcx/v1.0 http://ns.dataone.org/metadata/schema/onedcx/v1.0/onedcx_v1.0.xsd",/onedcx:metadata/@xsi:schemaLocation,Undefined,/onedcx:metadata/@xsi:schemaLocation
IARC,Onedcx,02261-metadata.xml,Resource Identifier,"575b48fb-6408-4c0a-8f98-cc26f7f89f5f",/onedcx:metadata/onedcx:simpleDc/dcterms:identifier,"/onedcx:metadata/onedcx:simpleDc/dcterms:identifier",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:identifier[1]
IARC,Onedcx,02261-metadata.xml,Resource Title,"Seward Peninsula Hydrometeorology Network: Anvil Mountain Repeater Data",/onedcx:metadata/onedcx:simpleDc/dcterms:title,"/onedcx:metadata/onedcx:simpleDc/dcterms:title",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:title[1]
IARC,Onedcx,02261-metadata.xml,Keyword,"Seward Peninsula",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[1]
IARC,Onedcx,02261-metadata.xml,Keyword,"Alaska",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[2]
IARC,Onedcx,02261-metadata.xml,Keyword,"Anvil Mountain",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[3]
IARC,Onedcx,02261-metadata.xml,Keyword,"Nome",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[4]
IARC,Onedcx,02261-metadata.xml,Keyword,"Meteorology",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[5]
IARC,Onedcx,02261-metadata.xml,Keyword,"Hydrology",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[6]
IARC,Onedcx,02261-metadata.xml,Keyword,"Climate",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[7]
IARC,Onedcx,02261-metadata.xml,Resource Language,"eng",/onedcx:metadata/onedcx:simpleDc/dcterms:language,"/onedcx:metadata/onedcx:simpleDc/dcterms:language",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:language[1]
IARC,Onedcx,02261-metadata.xml,Resource Format,"download .csv fle from website",/onedcx:metadata/onedcx:simpleDc/dcterms:format,"/onedcx:metadata/onedcx:simpleDc/dcterms:format",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:format[1]
IARC,Onedcx,02261-metadata.xml,Distribution Format,"download .csv fle from website",/onedcx:metadata/onedcx:simpleDc/dcterms:format,"/onedcx:metadata/onedcx:simpleDc/dcterms:format",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:format[1]
IARC,Onedcx,02261-metadata.xml,Resource Creation/Revision Date,"2013-07-31T12:29:28",/onedcx:metadata/onedcx:dcTerms/dcterms:modified,"/onedcx:metadata/onedcx:dcTerms/dcterms:modified",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:modified[1]
IARC,Onedcx,02261-metadata.xml,Unknown,"2011-02-15T00:00:00",/onedcx:metadata/onedcx:dcTerms/dcterms:created,Undefined,/onedcx:metadata/onedcx:dcTerms[1]/dcterms:created[1]
IARC,Onedcx,02261-metadata.xml,Abstract,"The University of Alaska Fairbanks’ Seward Peninsula Hydrometeorology station network was originally built in 1998-1999 by Dr. Larry Hinzman and collaborators as part of the NSF-sponsored ‘Arctic Transitions in the Land-Atmosphere System’ (ATLAS) project (Grant Number OPP-9818066). Link: http://www.uaf.edu/water/projects/atlas/atlas.html The objective of this project was to improve the understanding of the role that soil moisture and surface temperature play in affecting the surface energy balance, sub-surface thermal dynamics and vegetation distribution. Numerous publications and datasets resulted from the ATLAS project that can be found by following the links. Publications: http://www.uaf.edu/water/publications.html and Datasets: http://www.eol.ucar.edu/projects/atlas/ Beginning in 2004, the network provided data for the NSF sponsored program “Intersections of Water, Climate, and Humans in the Arctic” (OPP-0328686) The overall objective of this research was to understand the vital role of freshwater in the lives of humans in the Arctic, how it has changed in the recent past, and how it is likely to change in the future. We built a model that allowed us to predict climate-induced changes in the hydrologic cycle and their effects on water quality and availability. We also attempted to understand how these changes will impact the life and culture of humans in the Arctic over the next century. The Seward Peninsula was an ideal locale for this study because climate-induced changes in the hydrologic cycle have already been observed. Information about this project can be found here: http://www.uaf.edu/water/projects/ICWHA/ICWHA.html In 2007, Dr. Jessica Cherry assumed management of the network and routine maintenance was supported by an early career UA-EPSCoR seed grant entitled ‘Climate Change on the Seward Peninsula: physical drivers and economic adaptation.’ The intent of this pilot project was to support development of new resilience strategies by determining the drivers of physical changes and their impacts. This research is ongoing and full-blown support is being sought. Beginning in 2008, the Japanese Agency for Marine-Earth Science and Technology (JAMSTEC) has provided partial support to Dr. Cherry for maintenance of the network for snow-related research. It is anticipated that a diversity of research-driven proposals will support the maintenance of the network for the foreseeable future.",/onedcx:metadata/onedcx:dcTerms/dcterms:abstract,"/onedcx:metadata/onedcx:dcTerms/dcterms:abstract",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:abstract[1]
IARC,Onedcx,02261-metadata.xml,Resource Access Constraints,"copyright",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[1]
IARC,Onedcx,02261-metadata.xml,Metadata Access Constraints,"copyright",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[1]
IARC,Onedcx,02261-metadata.xml,Resource Access Constraints,"",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[2]
IARC,Onedcx,02261-metadata.xml,Metadata Access Constraints,"",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[2]
IARC,Onedcx,02261-metadata.xml,Resource Access Constraints,"Please cite these data as Cherry, J., L. Hinzman, and R. Busey, UAF Seward Peninsula Hydromet Network. Data accessed DD/MM/YY.",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[3]
IARC,Onedcx,02261-metadata.xml,Metadata Access Constraints,"Please cite these data as Cherry, J., L. Hinzman, and R. Busey, UAF Seward Peninsula Hydromet Network. Data accessed DD/MM/YY.",/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights,"/onedcx:metadata/onedcx:dcTerms/dcterms:accessRights",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:accessRights[3]
IARC,Onedcx,02261-metadata.xml,Bounding Box,"northlimit=64.5651; southlimit=64.565; eastlimit=-165.3711; westlimit=-165.371",/onedcx:metadata/onedcx:dcTerms/dcterms:spatial,"/onedcx:metadata/onedcx:dcTerms/dcterms:spatial[@xsi:type="dcterms:Box"]",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:spatial[1]
IARC,Onedcx,02261-metadata.xml,Temporal Extent,"Begin 1999-07-26T15:26:00; End 2011-02-15T00:00:00",/onedcx:metadata/onedcx:dcTerms/dcterms:temporal,"/onedcx:metadata/onedcx:dcTerms/dcterms:temporal",/onedcx:metadata/onedcx:dcTerms[1]/dcterms:temporal[1]
IARC,Onedcx,02262-metadata.xml,Unknown,"http://ns.dataone.org/metadata/schema/onedcx/v1.0 http://ns.dataone.org/metadata/schema/onedcx/v1.0/onedcx_v1.0.xsd",/onedcx:metadata/@xsi:schemaLocation,Undefined,/onedcx:metadata/@xsi:schemaLocation
IARC,Onedcx,02262-metadata.xml,Resource Identifier,"41e0b7d8-af20-4e8a-8524-3ba28827b6bf",/onedcx:metadata/onedcx:simpleDc/dcterms:identifier,"/onedcx:metadata/onedcx:simpleDc/dcterms:identifier",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:identifier[1]
IARC,Onedcx,02262-metadata.xml,Resource Title,"National Ocean Service Aerial Photographs: Seward Peninsula Coastline - Flight Line 33",/onedcx:metadata/onedcx:simpleDc/dcterms:title,"/onedcx:metadata/onedcx:simpleDc/dcterms:title",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:title[1]
IARC,Onedcx,02262-metadata.xml,Keyword,"Seward Peninsula",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[1]
IARC,Onedcx,02262-metadata.xml,Keyword,"Alaska",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[2]
IARC,Onedcx,02262-metadata.xml,Keyword,"Coast",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[3]
IARC,Onedcx,02262-metadata.xml,Keyword,"Solomon",/onedcx:metadata/onedcx:simpleDc/dcterms:subject,"/onedcx:metadata/onedcx:simpleDc/dcterms:subject",/onedcx:metadata/onedcx:simpleDc[1]/dcterms:subject[4]
