Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
CLOEBIRD,EML,00251-metadata.xml,Keyword,"checklist",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[4]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"count",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[5]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"species",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[6]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"taxon",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[7]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"taxonomic",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[8]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"international",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[9]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"location",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[10]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"latitude",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[11]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"longitude",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[12]
CLOEBIRD,EML,00251-metadata.xml,Keyword,"date",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[13]
CLOEBIRD,EML,00251-metadata.xml,Rights,"Data License Data and documentation are copyrighted by Cornell University ('Cornell') and ownership remains with Cornell. Cornell hereby grants You (hereafter, Licensee) a fee-free license to use the data and documentation for academic, and research purposes only. Any commercial use of the data or documentation are expressly prohibited. These data are made available through the Cornell Lab of Ornithology at Cornell University and the National Audubon Society. No warranty either expressed or implied is made regarding the accuracy of these data.",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
CLOEBIRD,EML,00251-metadata.xml,Resource Use Constraints,"Data License Data and documentation are copyrighted by Cornell University ('Cornell') and ownership remains with Cornell. Cornell hereby grants You (hereafter, Licensee) a fee-free license to use the data and documentation for academic, and research purposes only. Any commercial use of the data or documentation are expressly prohibited. These data are made available through the Cornell Lab of Ornithology at Cornell University and the National Audubon Society. No warranty either expressed or implied is made regarding the accuracy of these data.",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
CLOEBIRD,EML,00251-metadata.xml,Spatial Extent,"Worldwide -180.0 +180.0 +90.0 -90.0",/eml:eml/dataset/coverage/geographicCoverage,"/eml:eml/*/coverage/geographicCoverage",/eml:eml/dataset[1]/coverage[1]/geographicCoverage[1]
CLOEBIRD,EML,00251-metadata.xml,Temporal Extent,"1800-01-01 2013-12-31",/eml:eml/dataset/coverage/temporalCoverage,"/eml:eml/*/coverage/temporalCoverage",/eml:eml/dataset[1]/coverage[1]/temporalCoverage[1]
