Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
LTER_2013,EML,00080-metadata.xml,Resource Use Constraints,"These data are classified as 'Type I' whereby original FCE LTER experimental data collected by individual FCE researchers are available for scientific purposes 2 years after collection. Maximum lock period = 2 years. All publications based on this dataset must cite the data Contributor, the Florida Coastal Everglades Long-Term Ecological Research (LTER) Program and that this material is based upon work supported by the National Science Foundation through the Florida Coastal Everglades Long-Term Ecological Research program under Cooperative Agreements #DBI-0620409, and #DEB-9910514. Additionally, two copies of the manuscript must be submitted to the Florida Coastal Everglades LTER Program Office, LTER Program Manager, Florida International University, Southeast Environmental Research Center, OE 148, University Park, Miami, Florida 33199. For a complete description of the FCE LTER Data Distribution and Data User Agreement, please go to FCE Data Management Policy at http://fcelter.fiu.edu/data/DataMgmt.pdf and LTER Network Data Access Policy at http://fcelter.fiu.edu/data/core/data_user_agreement/distribution_policy.html.",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
LTER_2013,EML,00080-metadata.xml,Resource Distribution,"http://fcelter.fiu.edu/perl/public_data_download.pl?datasetid=PHY_Grahl_001.txt",/eml:eml/dataset/distribution,"/eml:eml/*/distribution",/eml:eml/dataset[1]/distribution[1]
LTER_2013,EML,00080-metadata.xml,Spatial Extent,"Data were collected in the Shark River Slough, within Everglades National Park, South Florida -80.853 -80.727 25.761 25.468",/eml:eml/dataset/coverage/geographicCoverage,"/eml:eml/*/coverage/geographicCoverage",/eml:eml/dataset[1]/coverage[1]/geographicCoverage[1]
LTER_2013,EML,00080-metadata.xml,Spatial Extent,"Florida Coastal Everglades LTER Study Area: South Florida, Everglades National Park, and Florida Bay -81.078 -80.490 25.761 24.913",/eml:eml/dataset/coverage/geographicCoverage,"/eml:eml/*/coverage/geographicCoverage",/eml:eml/dataset[1]/coverage[1]/geographicCoverage[2]
LTER_2013,EML,00080-metadata.xml,Temporal Extent,"2000-11-15 2014-09-30",/eml:eml/dataset/coverage/temporalCoverage,"/eml:eml/*/coverage/temporalCoverage",/eml:eml/dataset[1]/coverage[1]/temporalCoverage[1]
LTER_2013,EML,00080-metadata.xml,Maintenance,"This is a long-term precipitation dataset and subsequent data will be appended. This dataset replaces all previous versions of PHY_Grahl_001 original and (v1-v8). The FCE program is discontinuing its practice of versioning data as of March 2013. Updated Metadata Data Originator Updated Metadata Data Originator 2015-02-09",/eml:eml/dataset/maintenance,"/eml:eml/*/maintenance",/eml:eml/dataset[1]/maintenance[1]
LTER_2013,EML,00080-metadata.xml,Resource Contact,"Rafael Travieso Southeast Environmental Research Center South Florida Wetland Ecosystems Lab Field Technican Florida International University University Park OE 148 Miami FL 33199 USA 305-348-7286 305-348-4096 travieso@fiu.edu http://www.fiu.edu/~ecosyst/",/eml:eml/dataset/contact,"/eml:eml/*/contact",/eml:eml/dataset[1]/contact[1]
LTER_2013,EML,00080-metadata.xml,Resource Contact,"Florida Coastal Everglades LTER Program Information Manager Florida International University University Park OE 148 Miami FL 33199 USA 305-348-6054 305-348-4096 fcelter@fiu.edu http://fcelter.fiu.edu",/eml:eml/dataset/contact,"/eml:eml/*/contact",/eml:eml/dataset[1]/contact[2]
LTER_2013,EML,00080-metadata.xml,Publisher,"Florida Coastal Everglades LTER Program Florida International University University Park OE 148 Miami FL 33199 USA 305-348-6054 fcelter@fiu.edu http://fcelter.fiu.edu",/eml:eml/dataset/publisher,"/eml:eml/*/publisher",/eml:eml/dataset[1]/publisher[1]
LTER_2013,EML,00080-metadata.xml,Process Step,"Rain level recorders are connected to ISCO autosamplers.The accuracy of the rain level recorders are 0.01 in. The autosampler queries the rain level recorder at least every 30 minutes for rain data. The rain level data is downloaded from the ISCO autosampler using a Dell 3800 laptop. The software used to download the information is ISCO Flowlink 3.23. To get one rain level reading per day, all the rain data is downloaded into Micosoft Excel, and the readings for a day are summed. Rain data is then transformed from inches to centimeters by multiplying the numbers by 2.54. ISCO autosamplers Hydrological Services Tipping Bucket Raingauge (TB5) AMJ Tipping Bucket Rain Gauge (RG-2000) Dell 3800 notebook The Study Extent of this dataset includes the FCE Shark River Slough research sites within Everglades National Park, South Florida Rain level recorders are connected to ISCO autosamplers.The accuracy of the rain level recorders are 0.01 in. The autosampler queries the rain level recorder at least every 30 minutes for rain data. The rain level data is downloaded from the ISCO autosampler using a Dell 3800 laptop. The software used to download the information is ISCO Flowlink 3.23. To get one rain level reading per day, all the rain data is downloaded into Micosoft Excel, and the readings for a day are summed. Rain data is then transformed from inches to centimeters by multiplying the numbers by 2.54. FCE LTER Site SRS1a -80.727 -80.727 25.761 25.761 FCE LTER Site SRS2 -80.785 -80.785 25.550 25.550 FCE LTER Site SRS3 -80.853 -80.853 25.468 25.468 FCE LTER Site SRS1c -80.574 -80.574 25.755 25.755 FCE LTER Site SRS1d -80.654 -80.654 25.746 25.746 Data that is downloaded from ISCO is checked for errors (Code from 'Flowlink' is 255) and for proper data intervals (every 30 minutes) using Microsoft Excel. Formula used to sum daily rain is as follows: [=IF({hour column}=0,SUM({48 rows of rain values}),'')]",/eml:eml/dataset/methods,"/eml:eml/*/methods",/eml:eml/dataset[1]/methods[1]
LTER_2013,EML,00080-metadata.xml,Resource Lineage,"Rain level recorders are connected to ISCO autosamplers.The accuracy of the rain level recorders are 0.01 in. The autosampler queries the rain level recorder at least every 30 minutes for rain data. The rain level data is downloaded from the ISCO autosampler using a Dell 3800 laptop. The software used to download the information is ISCO Flowlink 3.23. To get one rain level reading per day, all the rain data is downloaded into Micosoft Excel, and the readings for a day are summed. Rain data is then transformed from inches to centimeters by multiplying the numbers by 2.54. ISCO autosamplers Hydrological Services Tipping Bucket Raingauge (TB5) AMJ Tipping Bucket Rain Gauge (RG-2000) Dell 3800 notebook The Study Extent of this dataset includes the FCE Shark River Slough research sites within Everglades National Park, South Florida Rain level recorders are connected to ISCO autosamplers.The accuracy of the rain level recorders are 0.01 in. The autosampler queries the rain level recorder at least every 30 minutes for rain data. The rain level data is downloaded from the ISCO autosampler using a Dell 3800 laptop. The software used to download the information is ISCO Flowlink 3.23. To get one rain level reading per day, all the rain data is downloaded into Micosoft Excel, and the readings for a day are summed. Rain data is then transformed from inches to centimeters by multiplying the numbers by 2.54. FCE LTER Site SRS1a -80.727 -80.727 25.761 25.761 FCE LTER Site SRS2 -80.785 -80.785 25.550 25.550 FCE LTER Site SRS3 -80.853 -80.853 25.468 25.468 FCE LTER Site SRS1c -80.574 -80.574 25.755 25.755 FCE LTER Site SRS1d -80.654 -80.654 25.746 25.746 Data that is downloaded from ISCO is checked for errors (Code from 'Flowlink' is 255) and for proper data intervals (every 30 minutes) using Microsoft Excel. Formula used to sum daily rain is as follows: [=IF({hour column}=0,SUM({48 rows of rain values}),'')]",/eml:eml/dataset/methods,"/eml:eml/*/methods",/eml:eml/dataset[1]/methods[1]
